user_id,total_spending,session_count,avg_session_duration,tenure_days,engagement_score,clv
user_003155,69289.47,202,1823.2475247524753,118,5.64205086610356,390934.71422535664
user_005007,61241.61,209,1869.2822966507176,107,6.379058166515126,390663.7924010344
user_001496,56401.469999999994,218,1796.045871559633,102,6.91066633687114,389771.74007904745
user_000971,62375.93000000001,227,1887.8546255506608,119,6.247093138283213,389668.24429703405
user_001589,51339.489999999976,219,1836.0182648401826,93,7.574521202598976,388872.0555356179
user_007488,60505.34000000002,197,1858.3502538071066,100,6.4262084038353064,388819.92438491265
user_008415,59346.03999999998,219,1876.4748858447488,109,6.54876595962558,388643.32659057796
user_002004,55173.43,233,1813.5321888412018,107,7.03646922171861,388226.1420516462
user_008594,68686.26,210,1754.8238095238096,122,5.651385484430566,388172.5327438238
user_008092,56394.430000000015,197,1866.8071065989848,93,6.873396239288248,387621.2630788045
user_005783,56493.48,220,1845.1318181818183,104,6.858690462315462,387471.29245900933
user_002759,53029.58,219,1902.1415525114155,97,7.301568529764052,387199.11247460515
user_000273,54182.39,223,1847.9551569506727,101,7.137083253168366,386704.22828563716
user_009056,54211.17,212,1800.132075471698,96,7.125036687631027,386256.5751294025
user_008615,59291.59999999999,218,1839.3853211009175,109,6.510940366972477,386044.07186238526
user_008713,52030.68999999999,225,1884.5111111111112,98,7.4112304106827915,385611.43201680895
user_000671,56912.30000000001,212,1928.0849056603774,102,6.770873258108275,385345.97012743563
user_008806,65447.880000000005,206,1848.2961165048544,115,5.887328631396276,385313.1777881877
user_009425,63712.749999999985,199,1801.8693467336684,108,6.028297040759353,384079.3822836403
user_006711,51122.58,217,1846.4700460829492,93,7.512908346134153,384079.25795791094
user_008683,54228.509999999995,216,1893.75,99,7.071496212121212,383476.7030539772
user_002251,52509.36999999998,212,1645.3537735849056,93,7.295752392304051,383095.36179587845
user_005184,74445.43,219,1736.4155251141553,141,5.141912113950149,382791.85834522784
user_008246,60242.899999999994,210,1871.604761904762,108,6.353223544973544,382736.61069748667
user_006917,53128.34,207,1889.8357487922706,93,7.202373729503229,382650.16030811553
user_004954,62789.89,227,1671.9955947136564,121,6.092542394307513,382550.06675890536
user_004084,63733.05999999999,194,1835.4948453608247,106,6.000425717002745,382425.4922472789
user_009125,56916.01,212,1939.0377358490566,103,6.713378874844803,382098.7391744556
user_002115,58705.930000000015,204,1804.6323529411766,102,6.501286764705882,381664.0857187501
user_004273,55693.25,233,1759.244635193133,110,6.84322451987688,381121.41399163305
user_005167,52064.97000000001,217,1880.0230414746543,96,7.303478622631848,380255.3953829686
user_007489,50291.340000000004,221,1805.9773755656108,94,7.554851871463262,379943.6241173952
user_000905,54925.22,220,1826.6545454545455,103,6.915171030695303,379817.2901985663
user_001112,54095.17000000001,212,1863.5283018867924,98,7.007442668891455,379068.80243893707
user_008490,59480.83999999998,218,1725.9770642201836,111,6.371329965286388,378972.0582524051
user_007022,53600.79999999999,203,1837.7635467980297,93,7.058876970884758,378361.45274099964
user_006826,57314.71999999998,210,1942.3809523809523,104,6.597242572242572,378119.11080016266
user_000806,57846.029999999984,211,1818.090047393365,105,6.533596441736252,377942.6157765684
user_003859,62623.55000000002,218,1759.1009174311926,118,6.031012025086819,377683.3831036258
user_008369,61145.509999999995,206,1810.7524271844661,109,6.172711555971221,377433.5961727538
user_001493,62412.80999999998,212,1859.3254716981132,115,6.046914080302616,377404.89958025183
user_003394,59019.49,205,1729.7073170731708,104,6.3939357932040854,377366.8296076506
user_002377,69173.63000000002,205,1766.7317073170732,124,5.450436226942914,377026.45890114526
user_005195,49761.630000000005,219,1838.3698630136987,93,7.5751744243138415,376953.0268881684
user_001981,57899.22000000003,216,1823.0277777777778,108,6.5063966049382715,376715.2884365743
user_007702,64859.619999999995,206,1718.868932038835,116,5.805049799129561,376513.32405261963
user_003994,63739.08000000001,206,1909.2718446601941,115,5.904266333661648,376332.50418256654
user_005883,58937.65000000001,217,1858.5069124423962,111,6.381116784987753,376088.0276827335
user_005392,54710.11000000001,197,1849.48730964467,93,6.868585184578716,375781.0509926719
user_000694,62081.89,185,1993.9891891891891,101,6.048935390836381,375529.3415510112
user_004660,55565.069999999985,205,1735.551219512195,98,6.757607765057242,375486.9484979491
user_000184,60914.93000000001,199,1888.929648241206,106,6.156778151765115,375039.71014030144
user_009187,71549.78000000001,208,1976.548076923077,133,5.240770455786903,374975.9731420527
user_008430,52044.07,210,1786.7761904761905,94,7.198454379151188,374636.863600351
user_005755,62665.759999999995,189,1885.3333333333333,104,5.97562678062678,374467.19368433044
user_000144,66620.99999999999,227,1785.171806167401,133,5.616181809148421,374155.6483072769
user_006000,66560.26999999999,219,1870.8127853881278,129,5.612693473977322,373582.3930551685
user_001483,59542.09,186,1856.8602150537633,97,6.26837182376923,373231.9592843316
user_005345,64823.060000000005,190,1700.6052631578948,108,5.750168128654971,372743.4936138889
user_001213,54058.2,221,1867.8190045248869,104,6.893838612368024,372668.5064751131
user_000488,60930.350000000006,200,1831.255,107,6.116158579958463,372659.68293237215
user_003511,75023.48000000001,207,1909.4830917874397,140,4.96612625565524,372576.0738186258
user_001962,60636.92,197,1836.2588832487309,105,6.138643340584965,372228.4251515833
user_001373,62800.060000000005,224,1826.8214285714287,124,5.926805235535074,372203.7243999168
user_007510,57571.98000000001,226,1790.774336283186,114,6.44480573668685,371040.2269764207
user_007551,54718.38,207,1826.1304347826087,99,6.779985726833553,370989.83539545455
user_000128,56302.86000000001,220,1922.490909090909,109,6.589071124084886,370983.549029394
user_003979,62501.31000000001,198,1748.6515151515152,109,5.935277816390203,370962.6387383272
user_009553,54382.76999999999,206,1829.3058252427184,98,6.814262955991458,370578.4950552035
user_002104,64614.16,205,1880.180487804878,118,5.734136764503239,370506.4303634946
user_009792,58751.12,183,1675.120218579235,94,6.305736703742459,370469.0937699777
user_007199,52851.600000000006,209,1720.822966507177,96,7.009256379585327,370450.41447129194
user_006236,55726.94999999999,192,1862.7447916666667,94,6.645088683264381,370310.5247978399
user_005960,54633.63,223,1855.7578475336322,107,6.767824739579695,369750.8327270434
user_006933,63111.20000000001,229,1763.1703056768558,128,5.856957029354682,369639.58647100924
user_004624,53738.64999999999,203,1918.0295566502464,96,6.876535987958402,369535.7606693007
user_007755,59271.319999999985,198,1877.2424242424242,104,6.2329946904946905,369437.82285861165
user_002416,52636.95,218,1710.5871559633028,100,7.015163098878695,369256.7892775229
user_002151,51313.83,212,1794.5094339622642,95,7.1932116848725585,369111.2415515641
user_001605,54947.06,207,1805.7487922705313,100,6.711596886741813,368782.5168316156
user_007780,58053.660000000025,239,1869.7698744769875,123,6.348648813370979,368562.2996708425
user_007737,54407.45,220,1963.759090909091,106,6.77190373070326,368442.0136330511
user_003894,55213.52,214,1798.3317757009345,104,6.672613527438293,368418.4804494847
user_008365,59297.37000000001,216,1873.5972222222222,114,6.2046541991552955,367919.6757693653
user_003233,52193.030000000006,209,1861.7846889952152,96,7.048412413609782,367878.0005559078
user_006278,53514.100000000006,206,1787.9708737864078,97,6.867792596670337,367523.7397974761
user_009133,58083.46000000001,227,1819.4845814977973,117,6.325925204262209,367431.6235647559
user_008130,46208.35,230,1880.8826086956522,93,7.941822230014025,366978.50124226854
user_006584,58933.82,184,1906.929347826087,97,6.220424246102893,366593.3628434636
user_002678,53512.85,199,1789.9497487437186,94,6.848272093327156,366470.5572894021
user_003001,69236.96999999999,185,1825.664864864865,116,5.291611887749818,366375.17352377746
user_002571,59201.97000000001,204,1687.950980392157,107,6.188501440555454,366371.4766287208
user_009512,53410.84999999999,199,1795.5879396984924,94,6.84983825748126,365855.6836945929
user_005821,62082.14000000002,235,1840.6382978723404,131,5.892967805388627,365848.0523096296
user_000143,60413.25000000001,218,1828.908256880734,118,6.050402952711692,365524.50618290965
user_005971,52694.96000000001,199,1831.7236180904522,93,6.9281669548459135,365079.4805589273
user_008333,57069.60000000003,206,1830.9708737864078,105,6.394317306210509,364921.13093851146
user_006957,60709.28,199,1736.608040201005,108,6.0101689000558345,364873.02660078165
user_003476,57980.43,181,1838.8232044198894,94,6.287379968130821,364544.9941256113
user_001015,60058.61000000002,220,1874.540909090909,119,6.066924295475766,364371.04016150394
user_003472,56015.449999999975,195,1696.0153846153846,97,6.50204321966693,364214.8768690918
user_003958,60607.38000000001,214,1872.8411214953271,117,6.0074131320393,364093.5705104961
user_005015,58576.869999999995,217,1810.9815668202764,114,6.213576751017329,363971.8775793644
user_003591,56338.73999999999,204,1859.1568627450981,103,6.458180034689173,363845.7258475442
user_007817,66305.84000000001,193,1778.2435233160622,116,5.485335844599289,363709.8008582654
user_004618,58369.669999999984,225,1975.56,119,6.221035574229691,363119.7935260475
user_008047,61840.09,192,1921.8177083333333,108,5.867171585648148,362826.41890192416
user_007494,60150.83,194,1760.6340206185566,105,6.03192214858452,362825.1237327422
user_003580,55580.01000000002,206,1861.3543689320388,103,6.5170428802589,362217.3084552186
user_002433,53108.63000000001,196,1789.9948979591836,93,6.819801450149952,362190.3118894773
user_006740,58254.05999999999,232,1840.9827586206898,122,6.216302132403744,362124.83739917557
user_005661,56735.44999999999,214,1764.303738317757,109,6.379992628635666,361971.7527823273
user_002195,54386.52,209,1815.2631578947369,102,6.651298589611283,361740.9837698658
user_006941,52363.87999999999,216,1768.2916666666667,101,6.907033713788046,361679.0845447515
user_000715,57198.53999999999,190,1815.821052631579,98,6.32072126745435,361536.0282453383
user_008945,50073.78,228,1846.4035087719299,102,7.218772216488935,361471.2118385793
user_005791,56077.52,196,1823.295918367347,99,6.4458650278293135,361468.12501539884
user_001785,53440.560000000005,198,1600.8434343434344,94,6.7638276679322775,361462.738317795
user_003639,65976.00999999998,210,1857.9619047619049,127,5.476730450360372,361332.8229602803
user_001189,59256.52000000001,192,1817.0833333333333,103,6.096978380079109,361285.7213187254
user_000550,61970.66000000002,193,1664.860103626943,108,5.823572251007484,360890.6159526195
user_002841,61082.95000000003,211,1790.0758293838862,117,5.907499696196379,360847.5085677788
user_001006,56670.219999999994,192,1949.6041666666667,99,6.359738531144782,360407.7817024516
user_003180,52452.319999999985,203,1892.2167487684728,96,6.8693657635467975,360314.1712266009
user_008359,52471.86000000002,205,1647.4341463414635,96,6.863870596205962,360160.0569822359
user_004515,56735.6,197,1779.0152284263959,101,6.345656045299961,360024.60312372044
user_005011,55217.52999999999,211,1767.350710900474,105,6.5195021815993375,359990.8072975268
user_006758,52040.94999999999,199,1790.4824120603016,93,6.916711064281983,359952.2146607454
user_008818,53867.599999999984,210,1819.1809523809525,102,6.681798630563337,359932.4559117335
user_008375,51603.18000000001,210,1707.5238095238096,97,6.969157530136911,359630.6904760105
user_008123,58980.52,246,1817.9471544715448,132,6.095894411595631,359539.0222610043
user_001110,54999.94,199,1805.8994974874372,99,6.531941779605096,359256.40596177353
user_008059,48963.06,216,1856.3935185185185,95,7.336717497834092,359228.1390495005
user_001509,59639.36000000001,204,1822.186274509804,111,6.019676367544014,359009.6459674498
user_002803,63752.32000000002,218,1718.045871559633,127,5.626841263534718,358724.18482206983
user_002224,57523.01,199,1753.497487437186,104,6.227467250783834,358222.660941511
user_009885,52686.659999999996,209,1893.0,100,6.7958333333333325,358049.76024999993
user_004753,68678.74000000002,219,1740.8264840182649,139,5.210181617263267,357828.7086448035
user_006877,59023.630000000005,202,1809.1138613861385,109,6.062164655685752,357810.9636362732
user_007660,58331.619999999995,203,1962.0985221674878,109,6.132183330571499,357700.187809231
user_006451,59190.17000000001,218,1958.9770642201836,119,6.039958614944449,357506.17721152655
user_009815,55883.950000000004,211,1732.7298578199052,107,6.397201699861707,357500.89993498666
user_006295,53792.240000000005,208,1901.2548076923076,102,6.645773394293616,357491.03741145687
user_003674,63288.02000000002,219,1993.2191780821918,129,5.646695249725673,357368.16189854353
user_006134,53341.57000000001,208,1865.5576923076924,101,6.696428291867648,357197.99848063866
user_003363,56781.68,210,1833.6666666666667,109,6.28916836561332,357109.54560237855
user_007112,62560.46999999997,195,1744.2666666666667,112,5.707732804232804,357078.446867222
user_002463,54067.66999999999,212,1756.2924528301887,104,6.6032436300596675,357021.99751966813
user_002232,60321.03,198,1853.0050505050506,110,5.914723625140292,356782.22123379627
user_008259,62369.97999999999,195,1789.0666666666666,112,5.720177248677248,356767.3405964549
user_001242,53642.70999999999,211,1813.7488151658767,103,6.64945018328502,356694.5278414051
user_005597,51343.219999999994,214,1892.677570093458,100,6.945743769470405,356616.8504195482
user_008355,59196.02,189,1854.94708994709,103,6.020117449472897,356366.9929413466
user_007388,53653.74000000001,201,1743.9402985074628,98,6.6374890851863135,356126.1136294244
user_007948,59607.96999999999,223,1759.8565022421524,122,5.972455585777647,356005.95338336634
user_007209,62513.75,234,1909.6666666666667,136,5.692227668845316,355842.4974332789
user_006300,69858.75,201,1759.313432835821,131,5.091751610902232,355703.4028481163
user_000021,53025.399999999994,208,1682.7403846153845,100,6.7074278846153845,355664.04655288457
user_006532,47536.81000000002,224,1725.5089285714287,96,7.479308035714285,355542.44502522337
user_007254,57948.80999999998,210,1828.7428571428572,112,6.132984126984127,355399.13190761895
user_002557,51142.19,211,1718.0189573459716,98,6.936411161621047,354743.2575457443
user_009431,62849.780000000006,203,1872.9704433497536,119,5.637916626420683,354341.81962888216
user_008274,55694.23,220,1873.3681818181817,113,6.36108801510682,354275.8989636027
user_004490,53198.980000000025,207,1808.415458937198,101,6.650852478967703,353818.56801155343
user_004487,61789.710000000014,184,1859.0489130434783,106,5.723949645656732,353681.1886597323
user_004949,56188.83,224,1802.1205357142858,116,6.293692485974275,353635.21716668596
user_006094,63860.00999999999,211,1695.085308056872,125,5.534857030015797,353456.02528537903
user_000022,46292.03999999998,228,1831.9342105263158,96,7.633870614035088,353387.44381973665
user_004221,52192.49000000003,199,1748.0201005025126,95,6.769771665344265,353331.23994576413
user_004104,51134.50000000001,211,1827.739336492891,99,6.90164476518742,352912.1542454762
user_006688,58416.70999999999,205,1797.648780487805,111,6.039887424009375,352830.35208100267
user_002235,49856.880000000005,217,1800.147465437788,99,7.075798538379184,352777.2386321464
user_005386,55053.909999999996,213,1750.5352112676057,108,6.402926447574334,352506.13638137706
user_006714,52505.909999999996,207,1811.7487922705313,100,6.71326355340848,352486.0119415458
user_002263,54728.83999999999,206,1790.6359223300972,104,6.439706559621608,352437.6699484814
user_008456,47148.16000000001,227,1870.4537444933922,98,7.468550076418232,352128.39397097914
user_008049,53279.270000000004,199,1850.9949748743718,98,6.606002005492314,351962.96447116655
user_002662,55642.08,201,1893.1741293532339,104,6.323958625675043,351878.2117665008
user_004854,56414.09,218,1781.8899082568807,114,6.231811524223403,351561.9761905762
user_007079,57081.32,192,1842.53125,102,6.158873059640523,351556.60395671974
user_008894,53420.91,200,1871.775,99,6.580543560606061,351538.6253022159
user_002030,52185.609999999986,212,1790.566037735849,102,6.732673572573684,351348.6773156369
user_005396,58915.96000000001,199,1924.321608040201,110,5.961806507283894,351245.55371087766
user_007926,49760.29,223,1785.3901345291479,102,7.05476523344764,351047.16389827227
user_005815,57291.020000000004,199,1767.8140703517588,106,6.123134935684713,350800.64606301166
user_000632,50195.07999999999,220,1859.040909090909,102,6.98698848781937,350712.4461051722
user_001419,53060.69999999998,199,1856.6381909547738,98,6.607569565514648,350602.266444903
user_002664,51621.529999999984,220,1803.8636363636363,105,6.786787518037518,350344.35546599916
user_008770,58201.17999999999,196,1697.1632653061224,106,6.018604051683567,350289.85776076454
user_009547,47224.33,219,1800.2465753424658,95,7.415857966834896,350208.9238589402
user_005769,64187.21999999998,200,1771.49,121,5.450758241505969,349869.0184143567
user_003755,60916.69999999998,219,1885.9954337899544,126,5.738173334782923,349550.5835829708
user_003927,72277.30999999997,211,1799.175355450237,146,4.835387370425675,349488.7919423412
user_002036,65717.37999999998,185,1917.1297297297297,116,5.317018794656725,349420.54459559784
user_005603,50926.369999999995,202,1934.9158415841584,96,6.8499766226622665,348844.4439770489
user_009383,49711.28,207,1719.647342995169,95,7.014521922761816,348700.86336855096
user_007144,65331.07999999997,193,1843.0259067357513,120,5.336951640759931,348668.8145986182
user_000684,52912.04000000002,218,1919.3761467889908,108,6.588715596330275,348622.3831816515
user_005317,58662.50999999999,205,1798.1853658536586,113,5.9419738110655445,348571.0981113705
user_000683,64086.7,206,1922.2621359223301,126,5.438723609184773,348549.8483247418
user_000751,55186.09,198,1770.0858585858587,102,6.315219928038555,348512.2953185292
user_000433,54213.20999999999,186,1772.1612903225807,94,6.428437237855563,348506.21794768353
user_006698,47271.01,215,1834.7581395348836,94,7.371357166419265,348451.4983273767
user_003658,52249.69000000001,193,1823.5025906735752,94,6.666102965494432,348301.81345516484
user_005667,62785.17,207,1937.9710144927535,124,5.546389797932575,348231.02634946234
user_005981,57860.650000000016,205,1872.9121951219513,112,6.011324816105304,347819.1612209835
user_002527,52351.29999999999,190,1850.536842105263,93,6.643070269760423,347773.36461330875
user_008701,48897.2,220,1809.9772727272727,100,7.102771464646464,347305.63686111104
user_000085,52915.410000000025,203,1698.6256157635469,100,6.561840448823207,347222.47770406416
user_001163,54117.58,199,1797.391959798995,101,6.4101666334975205,346902.70560163277
user_002554,59249.94000000001,228,1947.75,129,5.843367248062016,346219.1588456396
user_001167,60312.42,205,1741.4975609756098,117,5.740159578903481,346202.91538984986
user_004154,50784.45,199,1917.251256281407,95,6.816780319727291,346186.4393081746
user_002593,49430.17,209,1924.1818181818182,97,6.998412475268146,345932.71838262526
user_002928,58678.999999999985,206,1863.8446601941748,115,5.891647671309976,345715.993704798
user_003797,59253.57000000001,212,1751.0094339622642,119,5.830929324560012,345503.37889786944
user_001065,50479.72,228,1837.1008771929824,108,6.843639132553606,345464.9871923489
user_005710,52506.900000000016,219,1784.1187214611873,108,6.578921867072552,345438.7925821919
user_009726,54468.84000000003,211,1724.6208530805686,108,6.340172459189047,345341.83925197495
user_005179,51170.64,208,1821.2115384615386,100,6.745892094017094,345191.6158217949
user_005762,48162.570000000014,217,1874.741935483871,98,7.163618791602663,345018.2915038788
user_007402,60030.76000000001,226,1910.6814159292035,130,5.7461294531427285,344944.5181305424
user_000072,68652.61,192,1754.1458333333333,127,5.022695802347624,344821.17606720846
user_006025,52394.080000000016,201,1756.5422885572139,99,6.578837504397207,344692.1385123877
user_009366,46385.58999999999,219,1845.5159817351598,95,7.428432801943978,344572.2382935245
user_000725,57571.26000000001,189,1721.7566137566137,103,5.9831200949755425,344455.7625990617
user_003510,52474.08999999998,234,1831.2863247863247,116,6.560414783705013,344251.79579746723
user_009664,56414.770000000004,204,1754.5049019607843,109,6.102041371849453,344245.2605233714
user_000287,63682.399999999994,202,1820.2326732673268,124,5.39271696121225,343421.15861070296
user_005608,63425.899999999994,209,1854.468899521531,128,5.4135677498670915,343360.4067462951
user_006406,52226.320000000014,201,1731.4179104477612,99,6.571858510477914,343223.985562943
user_004392,56328.32,220,1799.9727272727273,118,6.093212763225475,343220.43835504877
user_003672,51994.04,213,1831.924882629108,105,6.594582308666816,342878.9763401148
user_009654,49565.99999999999,235,1830.6638297872341,110,6.917608639587363,342878.1898297872
user_009170,56055.97000000001,207,1864.3381642512077,111,6.1124663068865965,342640.2279248459
user_008857,50850.939999999995,209,1886.4258373205741,101,6.731927969112701,342324.8652416718
user_006316,47074.89000000001,216,1873.4953703703704,96,7.270415380658436,342254.00429880404
user_007507,53432.05999999999,195,1785.8307692307692,99,6.405155011655012,342240.62689205125
user_001784,57695.300000000025,219,1798.0045662100456,121,5.929197778951826,342086.84461595945
user_004906,59935.35,184,1782.9782608695652,106,5.702818908941756,341800.4472940423
user_001121,53533.000000000015,217,1867.7695852534562,111,6.383689749657492,341738.0633684146
user_004746,52197.970000000016,195,1832.548717948718,97,6.539969145592857,341373.1132625817
user_002529,52851.24,211,1750.308056872038,106,6.4578947956720025,341307.74774081196
user_006100,51093.87,192,1744.640625,93,6.678170782930107,341213.5898208291
user_004099,79297.58000000005,222,1841.3198198198197,176,4.295568636818637,340628.197623617
user_004801,61413.6,196,1870.9132653061224,117,5.545339154892726,340559.24072291993
user_004294,70235.30000000002,216,1794.625,149,4.847500233035048,340465.6331172866
user_001840,76244.69,236,1835.5805084745762,179,4.465190737146103,340447.08354457613
user_007188,53284.419999999984,193,1730.3316062176166,98,6.388810933699905,340424.0850918578
user_002757,55998.19000000002,212,1800.0849056603774,114,6.0789709533267136,340411.3704488705
user_000299,47668.75000000001,217,1771.6359447004609,98,7.134978238607271,340115.4939116104
user_008696,57032.470000000016,180,1825.4722222222222,99,5.961621071829406,340005.9749304785
user_009845,58467.43999999999,193,1803.979274611399,109,5.813031959563308,339873.09731385007
user_006450,54170.95000000001,204,1797.8431372549019,106,6.2729857771200725,339813.5988830827
user_008351,55445.64999999999,201,1959.7164179104477,108,6.127699004975124,339754.2543351989
user_007649,48882.04,227,1892.9823788546255,106,6.950356740457522,339747.6162013142
user_004570,46900.56000000001,219,1660.9771689497718,97,7.234578423219151,339305.77941289527
user_001442,53598.50000000001,205,1902.4536585365854,106,6.330346142046326,339297.05769447004
user_005122,50333.600000000006,223,1934.5874439461884,108,6.731829845540608,338837.23071350274
user_000137,54858.33999999998,201,1938.55223880597,107,6.174000751693247,338695.43239664356
user_003627,57311.21,242,1764.7644628099174,134,5.908122798541726,338601.66641301254
user_005340,49137.86,200,1810.38,94,6.885862056737588,338356.5257232837
user_007203,52919.51,206,1824.9805825242718,105,6.392653336415472,338296.0821629719
user_004572,63801.37000000001,190,1841.4157894736843,119,5.3014203523514665,338237.8814259063
user_001918,47042.93000000001,212,1776.132075471698,95,7.188106863069623,338149.6079919039
user_002509,53742.50000000001,203,1767.6600985221676,105,6.291016694033935,338094.9646791188
user_006514,52558.42000000001,206,1765.368932038835,104,6.4326879512073685,338091.9150684965
user_005515,53639.75999999999,195,1838.2666666666667,101,6.302708837550422,338075.78939608356
user_007453,54788.26000000001,201,1726.9800995024875,106,6.168395939589265,337955.680521161
user_009825,54557.87,197,1820.502538071066,104,6.188387457156493,337625.2383971745
user_005211,46367.30000000001,212,1578.3962264150944,93,7.27715307364577,337421.93971165555
user_009403,57024.060000000005,217,1932.3963133640552,121,5.916942042968436,337408.05807475466
user_006607,52718.84999999999,212,1818.3962264150944,108,6.39399895178197,337084.27163915086
user_003268,59086.40999999999,179,1947.5754189944134,104,5.7044547104044305,337055.74984538736
user_002490,52067.95,213,1777.7558685446008,107,6.465783691418151,336660.1019555757
